trnr;stim;resp;resp2;resp3;resp4;RT;RT1;RT2;RT3;RT4;correct;movement;cue;precuedur;postcuedur;premddur;prefbdur;cueOnset;stimOnset;stimOnsetLeft;stimOnsetRight
;1;1;0;0;0;1115;1115;0;0;0;1;-1;AC;1000;2000;2000;2000;;;;
;1;1;0;0;0;774;774;0;0;0;1;-1;AC;1000;1000;2000;1000;;;;
;1;1;0;0;0;1087;1087;0;0;0;1;-1;AC;500;500;2000;2000;;;;
;2;1;0;0;0;582;582;0;0;0;1;1;SP;2000;2000;2000;1000;;;;
;1;2;0;0;0;1341;1341;0;0;0;0;-1;AC;2000;1500;2000;500;;;;
;1;1;0;0;0;663;663;0;0;0;1;-1;AC;2000;1000;2000;1000;;;;
;2;2;0;0;0;1427;1427;0;0;0;1;1;AC;1000;2000;2000;1000;;;;
;1;1;0;0;0;435;435;0;0;0;1;-1;SP;500;1500;2000;500;;;;
;1;1;0;0;0;647;647;0;0;0;1;-1;SP;2000;1000;2000;2000;;;;
;1;1;0;0;0;750;750;0;0;0;1;-1;AC;1500;1000;2000;1000;;;;
;2;2;0;0;0;526;526;0;0;0;1;1;AC;500;1500;2000;2000;;;;
;2;2;0;0;0;716;716;0;0;0;1;1;AC;2000;2000;2000;2000;;;;
;1;1;0;0;0;654;654;0;0;0;1;-1;SP;500;1500;2000;1000;;;;
;1;1;0;0;0;441;441;0;0;0;1;-1;SP;2000;500;2000;500;;;;
;2;2;0;0;0;606;606;0;0;0;1;1;AC;500;1500;2000;500;;;;
;2;2;0;0;0;430;430;0;0;0;1;1;SP;1500;1000;2000;2000;;;;
;2;1;0;0;0;616;616;0;0;0;1;1;SP;1000;2000;2000;1500;;;;
;1;2;0;0;0;657;657;0;0;0;0;-1;AC;1500;2000;2000;1500;;;;
;1;1;0;0;0;782;782;0;0;0;0;-1;SP;500;1000;2000;500;;;;
;1;1;0;0;0;636;636;0;0;0;1;-1;AC;500;1500;2000;500;;;;
;1;2;0;0;0;510;510;0;0;0;1;-1;SP;1000;2000;2000;1000;;;;
;1;2;0;0;0;531;531;0;0;0;1;-1;SP;1000;2000;2000;500;;;;
;2;1;0;0;0;504;504;0;0;0;1;1;SP;1000;1000;2000;500;;;;
;2;2;0;0;0;668;668;0;0;0;1;1;AC;1000;1000;2000;2000;;;;
;2;2;0;0;0;724;724;0;0;0;1;1;AC;500;1000;2000;500;;;;
;1;2;0;0;0;568;568;0;0;0;0;-1;AC;1500;500;2000;2000;;;;
;1;1;0;0;0;668;668;0;0;0;0;-1;SP;1000;1000;2000;2000;;;;
;1;2;0;0;0;548;548;0;0;0;0;-1;SP;2000;500;2000;500;;;;
;2;2;0;0;0;444;444;0;0;0;0;1;SP;1500;500;2000;500;;;;
;1;1;0;0;0;842;842;0;0;0;1;-1;AC;1000;1000;2000;1000;;;;
;2;1;0;0;0;548;548;0;0;0;0;1;AC;1500;1000;2000;1000;;;;
;1;1;0;0;0;1193;1193;0;0;0;1;-1;AC;1000;2000;2000;1000;;;;
;2;1;0;0;0;348;348;0;0;0;1;1;SP;500;1000;2000;500;;;;
;1;1;0;0;0;523;523;0;0;0;1;-1;SP;2000;2000;2000;1500;;;;
;1;2;0;0;0;658;658;0;0;0;1;-1;SP;1500;500;2000;1000;;;;
;2;2;0;0;0;829;829;0;0;0;1;1;AC;500;2000;2000;2000;;;;
;2;2;0;0;0;700;700;0;0;0;1;1;AC;1000;1500;2000;1500;;;;
;1;2;1;0;0;414;414;454;0;0;1;-1;SP;1000;1000;2000;1000;;;;
;2;2;0;0;0;1326;1326;0;0;0;1;1;AC;1000;1000;2000;1500;;;;
;1;2;0;0;0;406;406;0;0;0;1;-1;SP;1000;1000;2000;1000;;;;
;1;1;0;0;0;464;464;0;0;0;1;-1;SP;1500;1000;2000;2000;;;;
;1;2;0;0;0;645;645;0;0;0;0;-1;AC;1000;1000;2000;2000;;;;
;2;2;0;0;0;750;750;0;0;0;1;1;AC;2000;1000;2000;1500;;;;
;2;2;0;0;0;682;682;0;0;0;1;1;SP;500;500;2000;1500;;;;
;2;2;0;0;0;470;470;0;0;0;1;1;AC;2000;500;2000;1000;;;;
;1;2;0;0;0;485;485;0;0;0;0;-1;AC;1000;1000;2000;2000;;;;
;2;1;0;0;0;571;571;0;0;0;0;1;SP;500;500;2000;1500;;;;
;1;2;0;0;0;413;413;0;0;0;0;-1;SP;2000;1500;2000;500;;;;
;1;2;0;0;0;475;475;0;0;0;0;-1;SP;1000;500;2000;500;;;;
;1;1;0;0;0;611;611;0;0;0;1;-1;AC;500;2000;2000;1000;;;;
;1;2;0;0;0;754;754;0;0;0;0;-1;AC;2000;1500;2000;2000;;;;
;2;2;0;0;0;622;622;0;0;0;0;1;SP;500;1500;2000;500;;;;
;1;1;0;0;0;963;963;0;0;0;1;-1;AC;1500;2000;2000;1500;;;;
;1;1;0;0;0;899;899;0;0;0;1;-1;AC;500;1500;2000;500;;;;
;2;1;0;0;0;1541;1541;0;0;0;0;1;AC;1000;2000;2000;1500;;;;
;1;1;0;0;0;522;522;0;0;0;0;-1;SP;1500;1000;2000;1500;;;;
;2;2;0;0;0;467;467;0;0;0;0;1;SP;1500;2000;2000;2000;;;;
;1;2;0;0;0;818;818;0;0;0;0;-1;AC;2000;2000;2000;1000;;;;
;2;2;0;0;0;1468;1468;0;0;0;0;1;SP;2000;2000;2000;1000;;;;
;1;1;0;0;0;1217;1217;0;0;0;1;-1;AC;1500;1500;2000;1500;;;;
;2;2;0;0;0;1241;1241;0;0;0;1;1;AC;500;1000;2000;1500;;;;
;1;1;0;0;0;1031;1031;0;0;0;1;-1;AC;2000;1000;2000;1500;;;;
;1;2;0;0;0;461;461;0;0;0;1;-1;SP;500;1000;2000;1000;;;;
;2;2;0;0;0;1480;1480;0;0;0;1;1;AC;1000;500;2000;1500;;;;
;1;2;0;0;0;1480;1480;0;0;0;1;-1;AC;1000;2000;2000;2000;;;;
;2;2;0;0;0;792;792;0;0;0;1;1;SP;1000;500;2000;1500;;;;
;1;2;0;0;0;496;496;0;0;0;1;-1;SP;1000;1000;2000;2000;;;;
;2;2;0;0;0;678;678;0;0;0;1;1;AC;1000;1500;2000;500;;;;
;1;1;0;0;0;558;558;0;0;0;1;-1;AC;2000;500;2000;500;;;;
;2;2;0;0;0;1552;1552;0;0;0;1;1;SP;1500;1500;2000;500;;;;
;2;2;0;0;0;518;518;0;0;0;1;1;SP;1000;1000;2000;1500;;;;
;2;2;0;0;0;426;426;0;0;0;1;1;SP;2000;500;2000;2000;;;;
;1;2;0;0;0;571;571;0;0;0;0;-1;AC;2000;1000;2000;1500;;;;
;1;2;0;0;0;822;822;0;0;0;0;-1;SP;1000;1000;2000;500;;;;
;1;2;0;0;0;650;650;0;0;0;0;-1;AC;1500;500;2000;2000;;;;
;1;1;0;0;0;949;949;0;0;0;1;-1;AC;1000;500;2000;1500;;;;
;2;2;0;0;0;675;675;0;0;0;1;1;AC;500;1000;2000;1000;;;;
;1;1;0;0;0;267;267;0;0;0;1;-1;SP;500;1500;2000;1500;;;;
;2;2;0;0;0;309;309;0;0;0;1;1;SP;2000;1500;2000;1000;;;;
;2;2;0;0;0;829;829;0;0;0;1;1;AC;1500;500;2000;1500;;;;
;2;2;0;0;0;261;261;0;0;0;1;1;SP;1000;1000;2000;1500;;;;
;1;2;0;0;0;1103;1103;0;0;0;0;-1;AC;1500;2000;2000;2000;;;;
;1;1;0;0;0;511;511;0;0;0;0;-1;SP;500;2000;2000;2000;;;;
;2;2;0;0;0;350;350;0;0;0;0;1;SP;500;2000;2000;1500;;;;
;2;2;0;0;0;469;469;0;0;0;1;1;AC;1500;500;2000;500;;;;
;1;1;0;0;0;645;645;0;0;0;1;-1;AC;500;2000;2000;1500;;;;
;1;1;0;0;0;530;530;0;0;0;1;-1;AC;2000;2000;2000;2000;;;;
;2;1;0;0;0;678;678;0;0;0;0;1;AC;1500;2000;2000;500;;;;
;1;2;0;0;0;529;529;0;0;0;0;-1;AC;1000;1500;2000;500;;;;
;2;2;0;0;0;638;638;0;0;0;1;1;AC;500;500;2000;2000;;;;
;2;2;0;0;0;819;819;0;0;0;1;1;AC;500;1500;2000;1000;;;;
;2;1;0;0;0;376;376;0;0;0;1;1;SP;2000;1000;2000;1000;;;;
;1;1;0;0;0;427;427;0;0;0;1;-1;SP;1000;500;2000;2000;;;;
;1;1;0;0;0;633;633;0;0;0;1;-1;AC;500;500;2000;1000;;;;
;2;1;0;0;0;444;444;0;0;0;1;1;SP;1000;500;2000;1500;;;;
;2;1;0;0;0;437;437;0;0;0;1;1;SP;1500;2000;2000;2000;;;;
;1;1;0;0;0;625;625;0;0;0;1;-1;AC;1500;2000;2000;1000;;;;
;1;1;0;0;0;387;387;0;0;0;1;-1;SP;2000;2000;2000;2000;;;;
;1;2;0;0;0;373;373;0;0;0;1;-1;SP;1000;500;2000;500;;;;
;1;1;0;0;0;426;426;0;0;0;1;-1;SP;2000;1500;2000;1500;;;;
;1;2;0;0;0;450;450;0;0;0;1;-1;SP;500;1500;2000;1000;;;;
;1;1;0;0;0;635;635;0;0;0;1;-1;AC;500;1500;2000;2000;;;;
;2;1;0;0;0;900;900;0;0;0;0;1;AC;2000;1000;2000;1500;;;;
;2;2;0;0;0;690;690;0;0;0;1;1;AC;1000;1500;2000;1000;;;;
;2;2;0;0;0;983;983;0;0;0;1;1;AC;1500;1500;2000;1000;;;;
;2;2;0;0;0;679;679;0;0;0;1;1;AC;500;500;2000;500;;;;
;2;2;0;0;0;420;420;0;0;0;1;1;SP;1000;1000;2000;2000;;;;
;2;2;0;0;0;414;414;0;0;0;1;1;SP;2000;1000;2000;2000;;;;
;1;1;0;0;0;400;400;0;0;0;1;-1;SP;1500;500;2000;1500;;;;
;1;2;0;0;0;782;782;0;0;0;0;-1;AC;2000;500;2000;500;;;;
;2;2;0;0;0;944;944;0;0;0;1;1;AC;1000;500;2000;2000;;;;
;1;1;0;0;0;690;690;0;0;0;1;-1;SP;500;1500;2000;500;;;;
;2;1;0;0;0;317;317;0;0;0;1;1;SP;1500;1500;2000;2000;;;;
;2;2;0;0;0;586;586;0;0;0;1;1;SP;1000;1000;2000;500;;;;
;1;2;0;0;0;671;671;0;0;0;0;-1;AC;500;1500;2000;2000;;;;
;2;2;0;0;0;530;530;0;0;0;0;1;SP;1000;1000;2000;2000;;;;
;2;1;0;0;0;387;387;0;0;0;0;1;SP;2000;1000;2000;500;;;;
;1;2;0;0;0;946;946;0;0;0;0;-1;AC;500;2000;2000;1000;;;;
;1;1;0;0;0;826;826;0;0;0;1;-1;AC;1500;2000;2000;500;;;;
;1;1;0;0;0;850;850;0;0;0;1;-1;AC;2000;1000;2000;500;;;;
;1;1;0;0;0;661;661;0;0;0;1;-1;SP;1000;500;2000;500;;;;
;2;1;0;0;0;324;324;0;0;0;1;1;SP;1000;1500;2000;1000;;;;
;1;2;0;0;0;481;481;0;0;0;1;-1;SP;500;1000;2000;1500;;;;
;2;2;0;0;0;309;309;0;0;0;1;1;SP;500;2000;2000;1500;;;;
;2;2;0;0;0;653;653;0;0;0;1;1;AC;1000;2000;2000;500;;;;
;2;2;0;0;0;828;828;0;0;0;1;1;AC;2000;2000;2000;1500;;;;
;2;2;0;0;0;398;398;0;0;0;1;1;SP;1500;2000;2000;500;;;;
;1;1;0;0;0;463;463;0;0;0;1;-1;SP;1000;2000;2000;1000;;;;
;1;1;0;0;0;684;684;0;0;0;1;-1;AC;2000;1000;2000;2000;;;;
;2;1;0;0;0;550;550;0;0;0;1;1;SP;1000;500;2000;500;;;;
;2;1;0;0;0;574;574;0;0;0;1;1;SP;500;2000;2000;2000;;;;
;2;2;0;0;0;826;826;0;0;0;1;1;AC;1000;1000;2000;2000;;;;
;1;2;0;0;0;673;673;0;0;0;0;-1;AC;2000;2000;2000;1000;;;;
;2;1;0;0;0;428;428;0;0;0;0;1;SP;500;2000;2000;500;;;;
;2;1;0;0;0;371;371;0;0;0;0;1;SP;1500;1000;2000;2000;;;;
;1;2;0;0;0;360;360;0;0;0;0;-1;SP;500;1500;2000;500;;;;
;2;1;0;0;0;415;415;0;0;0;0;1;SP;1000;1500;2000;2000;;;;
;1;1;0;0;0;483;483;0;0;0;0;-1;SP;1500;2000;2000;1000;;;;
;1;2;0;0;0;597;597;0;0;0;0;-1;AC;2000;2000;2000;1500;;;;
;1;1;0;0;0;314;314;0;0;0;0;-1;SP;1000;1500;2000;2000;;;;
;2;1;0;0;0;485;485;0;0;0;0;1;SP;1000;1000;2000;2000;;;;
;1;2;0;0;0;475;475;0;0;0;0;-1;SP;500;2000;2000;500;;;;
;1;1;0;0;0;880;880;0;0;0;1;-1;AC;1000;1000;2000;1000;;;;
;2;2;0;0;0;779;779;0;0;0;1;1;AC;1500;1000;2000;500;;;;
;2;1;0;0;0;768;768;0;0;0;0;1;AC;1500;2000;2000;500;;;;
;1;1;0;0;0;1175;1175;0;0;0;1;-1;AC;1000;1500;2000;500;;;;
;1;2;0;0;0;687;687;0;0;0;0;-1;AC;500;2000;2000;500;;;;
;2;1;0;0;0;427;427;0;0;0;0;1;SP;1500;500;2000;500;;;;
;1;1;0;0;0;1028;1028;0;0;0;1;-1;AC;1500;500;2000;500;;;;
;2;2;0;0;0;814;814;0;0;0;1;1;AC;1000;2000;2000;500;;;;
;1;1;0;0;0;995;995;0;0;0;1;-1;AC;2000;1500;2000;1500;;;;
;1;1;0;0;0;574;574;0;0;0;1;-1;AC;500;500;2000;1000;;;;
;1;2;0;0;0;790;790;0;0;0;0;-1;AC;1500;500;2000;500;;;;
;2;2;0;0;0;327;327;0;0;0;0;1;SP;500;1000;2000;1500;;;;
;1;1;0;0;0;723;723;0;0;0;1;-1;AC;500;500;2000;2000;;;;
;1;1;0;0;0;602;602;0;0;0;1;-1;SP;1000;1500;2000;1000;;;;
;1;2;0;0;0;580;580;0;0;0;0;-1;AC;1500;1000;2000;1000;;;;
;2;2;0;0;0;661;661;0;0;0;1;1;AC;500;500;2000;1000;;;;
;2;2;0;0;0;803;803;0;0;0;1;1;AC;1500;500;2000;2000;;;;
;1;1;0;0;0;338;338;0;0;0;1;-1;SP;1000;500;2000;1000;;;;
;2;1;0;0;0;442;442;0;0;0;1;1;SP;1000;1000;2000;1000;;;;
;1;2;0;0;0;834;834;0;0;0;0;-1;AC;500;500;2000;1500;;;;
;2;2;0;0;0;813;813;0;0;0;1;1;AC;2000;500;2000;1000;;;;
;1;2;0;0;0;1103;1103;0;0;0;0;-1;AC;1500;1000;2000;1500;;;;
;2;2;0;0;0;321;321;0;0;0;0;1;SP;2000;1500;2000;2000;;;;
;2;1;0;0;0;434;434;0;0;0;0;1;SP;1000;2000;2000;500;;;;
;1;1;0;0;0;386;386;0;0;0;0;-1;SP;2000;2000;2000;500;;;;
;2;2;0;0;0;1277;1277;0;0;0;1;1;AC;1000;1000;2000;1500;;;;
