trnr;stim;resp;resp2;resp3;resp4;RT;RT1;RT2;RT3;RT4;correct;movement;cue;precuedur;postcuedur;premddur;prefbdur;cueOnset;stimOnset;stimOnsetLeft;stimOnsetRight
;1;1;0;0;0;476;476;0;0;0;1;-1;SP;1500;2000;2000;2000;;;;
;1;1;0;0;0;571;571;0;0;0;1;-1;AC;1500;1000;2000;500;;;;
;2;2;0;0;0;544;544;0;0;0;1;1;SP;1000;1000;2000;1500;;;;
;2;1;0;0;0;512;512;0;0;0;0;1;AC;1000;500;2000;2000;;;;
;1;1;0;0;0;663;663;0;0;0;1;-1;AC;500;500;2000;1000;;;;
;1;1;0;0;0;667;667;0;0;0;1;-1;AC;2000;1000;2000;1500;;;;
;2;2;0;0;0;526;526;0;0;0;1;1;AC;1500;500;2000;1500;;;;
;1;1;0;0;0;499;499;0;0;0;1;-1;AC;1500;1000;2000;1000;;;;
;2;2;0;0;0;506;506;0;0;0;1;1;SP;1500;2000;2000;1500;;;;
;2;1;0;0;0;235;235;0;0;0;1;1;SP;500;1500;2000;500;;;;
;2;2;0;0;0;278;278;0;0;0;1;1;SP;1000;500;2000;2000;;;;
;1;2;0;0;0;328;328;0;0;0;1;-1;SP;1500;1500;2000;1500;;;;
;2;1;0;0;0;349;349;0;0;0;1;1;SP;1500;1000;2000;500;;;;
;1;1;0;0;0;600;600;0;0;0;1;-1;AC;1000;2000;2000;1000;;;;
;1;2;0;0;0;457;457;0;0;0;0;-1;AC;1500;2000;2000;1500;;;;
;1;1;0;0;0;545;545;0;0;0;0;-1;SP;2000;1000;2000;1000;;;;
;1;1;0;0;0;550;550;0;0;0;1;-1;AC;1000;500;2000;2000;;;;
;2;2;0;0;0;408;408;0;0;0;1;1;SP;2000;1000;2000;500;;;;
;1;1;0;0;0;530;530;0;0;0;1;-1;AC;1500;1500;2000;2000;;;;
;2;2;0;0;0;307;307;0;0;0;1;1;SP;500;1000;2000;500;;;;
;2;1;0;0;0;414;414;0;0;0;1;1;SP;500;1000;2000;1500;;;;
;2;2;0;0;0;582;582;0;0;0;1;1;SP;500;1000;2000;500;;;;
;1;1;0;0;0;675;675;0;0;0;1;-1;AC;1500;2000;2000;2000;;;;
;1;1;0;0;0;610;610;0;0;0;1;-1;SP;500;2000;2000;1500;;;;
;1;1;0;0;0;585;585;0;0;0;1;-1;AC;1000;2000;2000;1500;;;;
;1;2;0;0;0;237;237;0;0;0;1;-1;SP;1000;1500;2000;500;;;;
;2;2;0;0;0;485;485;0;0;0;1;1;SP;2000;500;2000;500;;;;
;1;1;0;0;0;295;295;0;0;0;1;-1;SP;2000;1000;2000;500;;;;
;2;2;0;0;0;615;615;0;0;0;1;1;AC;1500;1000;2000;1500;;;;
;1;1;0;0;0;700;700;0;0;0;1;-1;SP;500;2000;2000;1000;;;;
;2;2;0;0;0;549;549;0;0;0;1;1;SP;1500;1000;2000;500;;;;
;1;2;0;0;0;509;509;0;0;0;1;-1;SP;1000;1500;2000;1500;;;;
;1;1;0;0;0;365;365;0;0;0;1;-1;SP;1000;500;2000;1000;;;;
;1;1;0;0;0;600;600;0;0;0;1;-1;AC;1500;2000;2000;1500;;;;
;1;1;0;0;0;680;680;0;0;0;1;-1;AC;1000;500;2000;2000;;;;
;1;2;0;0;0;506;506;0;0;0;1;-1;SP;1500;1500;2000;1000;;;;
;2;2;0;0;0;623;623;0;0;0;1;1;AC;2000;1000;2000;500;;;;
;2;1;0;0;0;974;974;0;0;0;0;1;AC;1500;1000;2000;1500;;;;
;1;2;0;0;0;252;252;0;0;0;0;-1;SP;1500;1500;2000;2000;;;;
;2;2;0;0;0;531;531;0;0;0;1;1;AC;1500;500;2000;1500;;;;
;1;1;0;0;0;375;375;0;0;0;1;-1;SP;500;500;2000;1000;;;;
;1;1;0;0;0;495;495;0;0;0;1;-1;AC;1500;500;2000;1500;;;;
;2;1;0;0;0;1186;1186;0;0;0;0;1;AC;500;500;2000;500;;;;
;1;1;0;0;0;570;570;0;0;0;0;-1;SP;1000;1500;2000;1000;;;;
;2;2;0;0;0;450;450;0;0;0;0;1;SP;1500;1000;2000;1500;;;;
;2;2;0;0;0;897;897;0;0;0;1;1;AC;2000;500;2000;500;;;;
;2;2;0;0;0;848;848;0;0;0;1;1;SP;500;500;2000;500;;;;
;1;1;0;0;0;511;511;0;0;0;1;-1;SP;2000;2000;2000;1500;;;;
;2;2;0;0;0;542;542;0;0;0;1;1;AC;2000;2000;2000;500;;;;
;1;1;0;0;0;232;232;0;0;0;1;-1;SP;1500;1500;2000;1000;;;;
;1;2;0;0;0;405;405;0;0;0;0;-1;AC;1000;2000;2000;500;;;;
;2;2;0;0;0;708;708;0;0;0;1;1;AC;500;500;2000;500;;;;
;1;1;0;0;0;526;526;0;0;0;1;-1;AC;2000;1000;2000;2000;;;;
;2;2;0;0;0;624;624;0;0;0;1;1;AC;1000;1000;2000;1500;;;;
;1;1;0;0;0;357;357;0;0;0;1;-1;SP;500;500;2000;2000;;;;
;1;1;0;0;0;719;719;0;0;0;1;-1;AC;1500;1500;2000;500;;;;
;1;1;0;0;0;523;523;0;0;0;1;-1;AC;500;1500;2000;500;;;;
;1;2;0;0;0;374;374;0;0;0;1;-1;SP;500;1000;2000;2000;;;;
;1;1;0;0;0;301;301;0;0;0;1;-1;SP;1000;1500;2000;1500;;;;
;1;1;0;0;0;700;700;0;0;0;1;-1;AC;1000;500;2000;2000;;;;
;1;1;0;0;0;740;740;0;0;0;1;-1;AC;1000;1500;2000;2000;;;;
;1;1;0;0;0;580;580;0;0;0;1;-1;SP;2000;2000;2000;2000;;;;
;1;1;0;0;0;590;590;0;0;0;1;-1;AC;1500;1500;2000;1000;;;;
;1;1;0;0;0;595;595;0;0;0;1;-1;AC;500;1000;2000;1000;;;;
;1;1;0;0;0;635;635;0;0;0;1;-1;SP;1500;500;2000;500;;;;
;1;1;0;0;0;645;645;0;0;0;1;-1;AC;1000;2000;2000;1500;;;;
;1;2;0;0;0;613;613;0;0;0;0;-1;AC;500;1000;2000;1500;;;;
;2;2;0;0;0;422;422;0;0;0;0;1;SP;1500;500;2000;1000;;;;
;2;1;0;0;0;702;702;0;0;0;0;1;AC;1500;500;2000;1000;;;;
;1;1;0;0;0;630;630;0;0;0;1;-1;AC;500;1500;2000;500;;;;
;1;1;0;0;0;558;558;0;0;0;1;-1;SP;2000;500;2000;500;;;;
;2;2;0;0;0;637;637;0;0;0;1;1;AC;1500;1000;2000;500;;;;
;1;1;0;0;0;688;688;0;0;0;1;-1;SP;2000;1000;2000;500;;;;
;2;2;0;0;0;277;277;0;0;0;1;1;SP;500;1000;2000;500;;;;
;1;2;0;0;0;317;317;0;0;0;1;-1;SP;1500;1000;2000;1000;;;;
;1;1;0;0;0;823;823;0;0;0;1;-1;AC;1000;1500;2000;1500;;;;
;2;2;0;0;0;429;429;0;0;0;1;1;SP;2000;2000;2000;2000;;;;
;2;1;0;0;0;745;745;0;0;0;0;1;AC;1000;1000;2000;1000;;;;
;2;2;0;0;0;572;572;0;0;0;0;1;SP;1000;1500;2000;500;;;;
;2;1;0;0;0;579;579;0;0;0;0;1;AC;2000;500;2000;500;;;;
;1;1;0;0;0;662;662;0;0;0;1;-1;AC;2000;1000;2000;2000;;;;
;2;1;0;0;0;783;783;0;0;0;0;1;AC;2000;2000;2000;1000;;;;
;1;1;0;0;0;703;703;0;0;0;0;-1;SP;500;2000;2000;1000;;;;
;2;2;0;0;0;259;259;0;0;0;0;1;SP;1500;1500;2000;1000;;;;
;2;1;0;0;0;700;700;0;0;0;0;1;AC;2000;500;2000;1500;;;;
;1;1;0;0;0;366;366;0;0;0;0;-1;SP;2000;1000;2000;2000;;;;
;1;1;0;0;0;869;869;0;0;0;1;-1;AC;1500;2000;2000;500;;;;
;1;1;0;0;0;654;654;0;0;0;1;-1;AC;2000;2000;2000;500;;;;
;2;2;0;0;0;904;904;0;0;0;1;1;SP;1000;2000;2000;2000;;;;
;2;2;0;0;0;749;749;0;0;0;1;1;AC;500;500;2000;1500;;;;
;1;1;0;0;0;378;378;0;0;0;1;-1;SP;500;2000;2000;1000;;;;
;2;2;0;0;0;687;687;0;0;0;1;1;AC;500;1000;2000;1500;;;;
;2;2;0;0;0;892;892;0;0;0;1;1;AC;500;2000;2000;2000;;;;
;2;2;0;0;0;1489;1489;0;0;0;1;1;AC;1500;500;2000;2000;;;;
;1;2;0;0;0;1489;1489;0;0;0;1;-1;AC;1500;500;2000;500;;;;
;2;2;0;0;0;368;368;0;0;0;1;1;SP;500;1000;2000;1500;;;;
;1;1;0;0;0;665;665;0;0;0;1;-1;AC;1500;2000;2000;500;;;;
;1;2;0;0;0;543;543;0;0;0;1;-1;SP;1000;1000;2000;500;;;;
;1;1;0;0;0;525;525;0;0;0;1;-1;AC;1500;2000;2000;1000;;;;
;1;1;0;0;0;931;931;0;0;0;1;-1;AC;500;1000;2000;2000;;;;
;2;2;0;0;0;1018;1018;0;0;0;1;1;AC;1500;1000;2000;2000;;;;
;2;1;0;0;0;337;337;0;0;0;1;1;SP;500;2000;2000;1000;;;;
;2;1;0;0;0;494;494;0;0;0;1;1;SP;1000;500;2000;1500;;;;
;1;1;0;0;0;700;700;0;0;0;1;-1;SP;1000;2000;2000;1500;;;;
;1;2;0;0;0;556;556;0;0;0;0;-1;AC;2000;1000;2000;1500;;;;
;2;2;0;0;0;906;906;0;0;0;0;1;SP;500;500;2000;1000;;;;
;2;1;0;0;0;268;268;0;0;0;0;1;SP;1500;1000;2000;1500;;;;
;2;2;0;0;0;561;561;0;0;0;0;1;SP;2000;2000;2000;500;;;;
;1;2;0;0;0;470;470;0;0;0;0;-1;SP;1500;2000;2000;500;;;;
;1;1;0;0;0;699;699;0;0;0;1;-1;AC;1000;1000;2000;500;;;;
;1;1;0;0;0;642;642;0;0;0;1;-1;SP;1500;2000;2000;1500;;;;
;2;2;0;0;0;386;386;0;0;0;1;1;SP;2000;1000;2000;500;;;;
;2;1;0;0;0;314;314;0;0;0;1;1;SP;500;500;2000;1500;;;;
;2;2;0;0;0;961;961;0;0;0;1;1;AC;2000;500;2000;1000;;;;
;2;2;0;0;0;979;979;0;0;0;1;1;AC;500;2000;2000;500;;;;
;1;1;0;0;0;523;523;0;0;0;1;-1;SP;2000;500;2000;500;;;;
;1;2;0;0;0;650;650;0;0;0;0;-1;AC;1500;1000;2000;1500;;;;
;1;1;0;0;0;376;376;0;0;0;0;-1;SP;500;500;2000;1000;;;;
;1;1;0;0;0;653;653;0;0;0;1;-1;AC;500;1000;2000;500;;;;
;1;1;0;0;0;692;692;0;0;0;1;-1;AC;500;2000;2000;500;;;;
;1;1;0;0;0;705;705;0;0;0;1;-1;SP;1500;500;2000;1500;;;;
;2;2;0;0;0;291;291;0;0;0;1;1;SP;2000;1500;2000;500;;;;
;2;2;0;0;0;688;688;0;0;0;1;1;AC;1000;1000;2000;2000;;;;
;1;1;0;0;0;1096;1096;0;0;0;1;-1;AC;2000;500;2000;1000;;;;
;1;1;0;0;0;756;756;0;0;0;1;-1;AC;2000;1000;2000;1500;;;;
;1;1;0;0;0;1307;1307;0;0;0;1;-1;AC;1500;1500;2000;1000;;;;
;1;1;0;0;0;700;700;0;0;0;1;-1;AC;500;2000;2000;2000;;;;
;2;2;0;0;0;634;634;0;0;0;1;1;AC;500;1500;2000;2000;;;;
;2;2;0;0;0;953;953;0;0;0;1;1;AC;2000;500;2000;1500;;;;
;1;1;0;0;0;375;375;0;0;0;1;-1;SP;500;500;2000;1500;;;;
;2;2;0;0;0;546;546;0;0;0;1;1;AC;2000;500;2000;1000;;;;
;1;1;0;0;0;317;317;0;0;0;1;-1;SP;1000;1500;2000;1000;;;;
;1;1;0;0;0;756;756;0;0;0;1;-1;AC;2000;1500;2000;500;;;;
