trnr;stim;resp;resp2;resp3;resp4;RT;RT1;RT2;RT3;RT4;correct;movement;cue;precuedur;postcuedur;premddur;prefbdur;cueOnset;stimOnset;stimOnsetLeft;stimOnsetRight
;1;1;0;0;0;1160;1160;0;0;0;1;-1;AC;500;1000;2000;2000;;;;
;2;2;0;0;0;1323;1323;0;0;0;1;1;AC;1500;1000;2000;500;;;;
;2;2;0;0;0;365;365;0;0;0;1;1;SP;2000;2000;2000;2000;;;;
;2;1;0;0;0;1846;1846;0;0;0;0;1;AC;500;1000;2000;1000;;;;
;2;1;0;0;0;856;856;0;0;0;0;1;SP;2000;1500;2000;1500;;;;
;2;2;0;0;0;1556;1556;0;0;0;1;1;AC;1500;1000;2000;1500;;;;
;1;1;0;0;0;567;567;0;0;0;1;-1;SP;500;2000;2000;1000;;;;
;2;1;0;0;0;458;458;0;0;0;1;1;SP;1500;1500;2000;1500;;;;
;2;1;0;0;0;440;440;0;0;0;1;1;SP;2000;1000;2000;2000;;;;
;1;1;0;0;0;1085;1085;0;0;0;1;-1;AC;1500;2000;2000;500;;;;
;1;1;0;0;0;846;846;0;0;0;1;-1;AC;1000;1500;2000;1000;;;;
;1;2;0;0;0;394;394;0;0;0;1;-1;SP;2000;1000;2000;500;;;;
;1;1;0;0;0;407;407;0;0;0;1;-1;SP;1000;2000;2000;2000;;;;
;1;1;0;0;0;768;768;0;0;0;1;-1;AC;1000;1500;2000;2000;;;;
;1;2;0;0;0;507;507;0;0;0;1;-1;SP;500;2000;2000;1500;;;;
;2;2;0;0;0;1264;1264;0;0;0;1;1;AC;1500;2000;2000;1000;;;;
;1;1;0;0;0;785;785;0;0;0;1;-1;AC;500;500;2000;1500;;;;
;1;1;0;0;0;485;485;0;0;0;1;-1;SP;500;1500;2000;1500;;;;
;1;1;0;0;0;1041;1041;0;0;0;1;-1;AC;500;1500;2000;1500;;;;
;1;1;0;0;0;759;759;0;0;0;1;-1;AC;2000;1000;2000;500;;;;
;1;1;0;0;0;945;945;0;0;0;1;-1;AC;1000;1500;2000;2000;;;;
;1;1;0;0;0;850;850;0;0;0;1;-1;AC;2000;500;2000;1500;;;;
;1;1;0;0;0;1143;1143;0;0;0;1;-1;AC;1500;1000;2000;500;;;;
;1;1;0;0;0;794;794;0;0;0;1;-1;SP;1500;500;2000;1500;;;;
;2;1;0;0;0;624;624;0;0;0;1;1;SP;1000;2000;2000;1000;;;;
;2;2;0;0;0;673;673;0;0;0;1;1;AC;2000;2000;2000;1500;;;;
;2;2;0;0;0;360;360;0;0;0;1;1;SP;1000;2000;2000;2000;;;;
;1;1;0;0;0;491;491;0;0;0;1;-1;SP;1000;1000;2000;1500;;;;
;1;1;0;0;0;583;583;0;0;0;1;-1;SP;1000;1500;2000;1500;;;;
;2;2;0;0;0;553;553;0;0;0;1;1;AC;1000;1500;2000;2000;;;;
;2;1;0;0;0;300;300;0;0;0;1;1;SP;2000;1500;2000;1000;;;;
;2;2;0;0;0;665;665;0;0;0;1;1;AC;1000;2000;2000;1000;;;;
;1;1;0;0;0;484;484;0;0;0;1;-1;SP;2000;1500;2000;1500;;;;
;1;1;0;0;0;718;718;0;0;0;1;-1;AC;1000;500;2000;2000;;;;
;2;2;0;0;0;1214;1214;0;0;0;1;1;SP;1000;500;2000;2000;;;;
;2;2;0;0;0;648;648;0;0;0;1;1;AC;1000;1500;2000;2000;;;;
;2;1;0;0;0;619;619;0;0;0;1;1;SP;1500;1000;2000;500;;;;
;2;2;0;0;0;461;461;0;0;0;1;1;SP;1500;1000;2000;1500;;;;
;1;2;0;0;0;392;392;0;0;0;1;-1;SP;500;500;2000;2000;;;;
;2;2;0;0;0;622;622;0;0;0;1;1;AC;1000;1500;2000;500;;;;
;2;1;0;0;0;584;584;0;0;0;1;1;SP;500;2000;2000;1000;;;;
;2;1;0;0;0;482;482;0;0;0;0;1;AC;1500;2000;2000;1500;;;;
;2;1;0;0;0;342;342;0;0;0;0;1;AC;2000;500;2000;1000;;;;
;1;1;0;0;0;350;350;0;0;0;0;-1;SP;2000;2000;2000;1500;;;;
;1;1;0;0;0;540;540;0;0;0;0;-1;SP;1500;2000;2000;1500;;;;
;1;1;0;0;0;480;480;0;0;0;0;-1;SP;2000;2000;2000;1000;;;;
;1;1;0;0;0;521;521;0;0;0;1;-1;AC;1500;1000;2000;1500;;;;
;2;2;0;0;0;380;380;0;0;0;1;1;SP;1500;1000;2000;2000;;;;
;1;1;0;0;0;471;471;0;0;0;1;-1;SP;1500;1000;2000;1000;;;;
;2;1;0;0;0;1095;1095;0;0;0;0;1;AC;1500;1000;2000;2000;;;;
;1;2;0;0;0;723;723;0;0;0;0;-1;AC;2000;1500;2000;1500;;;;
;2;1;0;0;0;645;645;0;0;0;0;1;SP;500;1000;2000;500;;;;
;2;2;0;0;0;365;365;0;0;0;0;1;SP;1000;500;2000;1500;;;;
;1;1;0;0;0;377;377;0;0;0;0;-1;SP;2000;500;2000;1500;;;;
;1;2;0;0;0;356;356;0;0;0;0;-1;SP;2000;500;2000;1000;;;;
;2;1;0;0;0;750;750;0;0;0;0;1;AC;1500;2000;2000;1500;;;;
;1;2;0;0;0;490;490;0;0;0;0;-1;SP;500;2000;2000;1500;;;;
;2;1;0;0;0;440;440;0;0;0;0;1;SP;2000;1000;2000;500;;;;
;1;1;0;0;0;442;442;0;0;0;0;-1;SP;1500;1000;2000;2000;;;;
;2;2;0;0;0;662;662;0;0;0;1;1;AC;2000;1500;2000;2000;;;;
;2;2;0;0;0;934;934;0;0;0;1;1;AC;1000;500;2000;1500;;;;
;1;2;0;0;0;573;573;0;0;0;0;-1;AC;1000;2000;2000;1500;;;;
;2;2;0;0;0;603;603;0;0;0;1;1;AC;1000;2000;2000;2000;;;;
;2;2;0;0;0;534;534;0;0;0;1;1;SP;500;2000;2000;1000;;;;
;1;2;0;0;0;743;743;0;0;0;0;-1;AC;2000;500;2000;1500;;;;
;2;2;0;0;0;460;460;0;0;0;1;1;AC;2000;1000;2000;1000;;;;
;2;2;0;0;0;500;500;0;0;0;1;1;AC;500;2000;2000;2000;;;;
;2;2;0;0;0;399;399;0;0;0;1;1;SP;1000;1500;2000;1500;;;;
;1;1;0;0;0;390;390;0;0;0;1;-1;SP;1000;2000;2000;2000;;;;
;1;1;0;0;0;992;992;0;0;0;1;-1;AC;1000;1500;2000;1500;;;;
;1;2;0;0;0;379;379;0;0;0;1;-1;SP;1500;1000;2000;1500;;;;
;2;2;0;0;0;975;975;0;0;0;1;1;AC;1500;1000;2000;500;;;;
;2;2;0;0;0;715;715;0;0;0;1;1;AC;1000;2000;2000;1000;;;;
;1;1;0;0;0;876;876;0;0;0;1;-1;AC;500;2000;2000;1000;;;;
;1;2;0;0;0;566;566;0;0;0;1;-1;SP;1500;500;2000;2000;;;;
;2;1;0;0;0;626;626;0;0;0;0;1;AC;1500;2000;2000;1500;;;;
;2;1;0;0;0;899;899;0;0;0;0;1;AC;500;1000;2000;1500;;;;
;2;2;0;0;0;799;799;0;0;0;1;1;AC;2000;500;2000;1500;;;;
;1;1;0;0;0;580;580;0;0;0;1;-1;AC;500;1500;2000;2000;;;;
;1;2;0;0;0;642;642;0;0;0;0;-1;AC;1500;2000;2000;1500;;;;
;1;1;0;0;0;399;399;0;0;0;0;-1;SP;1000;2000;2000;1000;;;;
;2;1;0;0;0;521;521;0;0;0;0;1;AC;1500;500;2000;2000;;;;
;1;2;0;0;0;533;533;0;0;0;0;-1;SP;500;1500;2000;2000;;;;
;2;2;0;0;0;711;711;0;0;0;1;1;AC;500;2000;2000;2000;;;;
;2;2;0;0;0;379;379;0;0;0;1;1;AC;1000;1000;2000;1500;;;;
;1;1;0;0;0;440;440;0;0;0;1;-1;SP;1500;2000;2000;500;;;;
;2;1;2;0;0;431;431;487;0;0;1;1;SP;1000;500;2000;500;;;;
;1;2;0;0;0;572;572;0;0;0;1;-1;SP;1500;1500;2000;1000;;;;
;1;1;0;0;0;774;774;0;0;0;1;-1;AC;1500;500;2000;500;;;;
;2;1;0;0;0;616;616;0;0;0;0;1;AC;500;2000;2000;500;;;;
;2;1;0;0;0;619;619;0;0;0;0;1;AC;1000;1000;2000;2000;;;;
;1;1;0;0;0;608;608;0;0;0;1;-1;AC;1000;2000;2000;2000;;;;
;2;1;0;0;0;578;578;0;0;0;0;1;AC;500;2000;2000;1500;;;;
;1;1;0;0;0;820;820;0;0;0;1;-1;AC;1000;500;2000;1500;;;;
;1;1;0;0;0;487;487;0;0;0;1;-1;SP;1000;1500;2000;2000;;;;
;2;1;0;0;0;571;571;0;0;0;0;1;AC;1500;500;2000;500;;;;
;2;1;0;0;0;411;411;0;0;0;0;1;SP;1000;500;2000;500;;;;
;2;2;0;0;0;989;989;0;0;0;1;1;AC;500;2000;2000;2000;;;;
;2;1;0;0;0;423;423;0;0;0;1;1;SP;1000;1500;2000;2000;;;;
;2;1;0;0;0;529;529;0;0;0;1;1;SP;1000;1500;2000;1500;;;;
;1;2;0;0;0;957;957;0;0;0;0;-1;AC;500;500;2000;1000;;;;
;2;2;0;0;0;373;373;0;0;0;0;1;SP;2000;500;2000;2000;;;;
;2;1;0;0;0;425;425;0;0;0;0;1;SP;500;1500;2000;1000;;;;
;2;2;0;0;0;556;556;0;0;0;1;1;AC;2000;1000;2000;2000;;;;
;2;2;0;0;0;1158;1158;0;0;0;1;1;AC;1500;1000;2000;1500;;;;
;1;1;0;0;0;494;494;0;0;0;1;-1;SP;2000;2000;2000;2000;;;;
;1;1;0;0;0;434;434;0;0;0;1;-1;SP;1000;1000;2000;1000;;;;
;1;2;0;0;0;363;363;0;0;0;0;-1;AC;1500;1000;2000;500;;;;
;1;1;0;0;0;447;447;0;0;0;1;-1;AC;2000;1000;2000;2000;;;;
;2;2;0;0;0;356;356;0;0;0;1;1;AC;2000;1000;2000;500;;;;
;2;1;0;0;0;375;375;0;0;0;1;1;SP;2000;1500;2000;1000;;;;
;2;1;2;0;0;557;557;565;0;0;0;1;AC;2000;2000;2000;1000;;;;
;1;1;0;0;0;549;549;0;0;0;1;-1;AC;500;500;2000;500;;;;
;2;2;0;0;0;741;741;0;0;0;1;1;AC;1000;500;2000;500;;;;
;2;2;0;0;0;591;591;0;0;0;1;1;AC;1500;500;2000;500;;;;
;2;2;0;0;0;390;390;0;0;0;1;1;SP;2000;2000;2000;2000;;;;
;2;1;0;0;0;1014;1014;0;0;0;0;1;AC;1000;500;2000;500;;;;
;2;2;0;0;0;352;352;0;0;0;0;1;SP;1500;1000;2000;1500;;;;
;1;1;0;0;0;434;434;0;0;0;0;-1;SP;500;1000;2000;1500;;;;
;2;1;0;0;0;595;595;0;0;0;0;1;SP;1500;2000;2000;500;;;;
;2;2;0;0;0;373;373;0;0;0;0;1;SP;2000;500;2000;1000;;;;
;2;2;0;0;0;597;597;0;0;0;1;1;AC;500;500;2000;1000;;;;
;2;1;0;0;0;431;431;0;0;0;1;1;SP;2000;2000;2000;1000;;;;
;1;2;0;0;0;560;560;0;0;0;0;-1;AC;2000;2000;2000;2000;;;;
;2;1;2;0;0;568;568;600;0;0;0;1;AC;500;1000;2000;2000;;;;
;1;1;0;0;0;668;668;0;0;0;1;-1;AC;1500;2000;2000;2000;;;;
;1;2;0;0;0;810;810;0;0;0;0;-1;AC;1500;1500;2000;1000;;;;
;1;1;0;0;0;388;388;0;0;0;0;-1;SP;1000;1000;2000;2000;;;;
;1;1;0;0;0;406;406;0;0;0;0;-1;SP;2000;500;2000;1000;;;;
;2;1;0;0;0;448;448;0;0;0;0;1;AC;1500;500;2000;2000;;;;
;2;2;0;0;0;456;456;0;0;0;0;1;SP;500;1000;2000;1500;;;;
;1;2;0;0;0;549;549;0;0;0;0;-1;SP;1000;1000;2000;2000;;;;
;1;2;0;0;0;487;487;0;0;0;0;-1;AC;2000;500;2000;1500;;;;
;2;2;0;0;0;860;860;0;0;0;1;1;AC;2000;2000;2000;2000;;;;
;1;2;0;0;0;366;366;0;0;0;1;-1;SP;1500;1000;2000;1000;;;;
;1;1;0;0;0;374;374;0;0;0;1;-1;SP;1500;1000;2000;500;;;;
;1;1;0;0;0;699;699;0;0;0;1;-1;AC;2000;1000;2000;2000;;;;
;1;1;0;0;0;877;877;0;0;0;1;-1;AC;1500;1000;2000;500;;;;
;1;2;0;0;0;497;497;0;0;0;1;-1;SP;2000;1500;2000;2000;;;;
;1;2;0;0;0;365;365;0;0;0;1;-1;SP;1500;500;2000;500;;;;
;1;1;0;0;0;359;359;0;0;0;1;-1;SP;1000;1500;2000;1000;;;;
;2;1;0;0;0;345;345;0;0;0;1;1;SP;2000;1000;2000;1000;;;;
;2;2;0;0;0;496;496;0;0;0;1;1;SP;1000;500;2000;1000;;;;
;2;1;0;0;0;577;577;0;0;0;1;1;SP;1500;1000;2000;500;;;;
;1;1;0;0;0;404;404;0;0;0;1;-1;SP;2000;2000;2000;1000;;;;
;2;1;0;0;0;350;350;0;0;0;1;1;SP;2000;1000;2000;1500;;;;
;2;1;2;0;0;589;589;621;0;0;1;1;SP;1000;2000;2000;500;;;;
;2;1;0;0;0;471;471;0;0;0;0;1;AC;1000;1500;2000;500;;;;
;1;1;0;0;0;330;330;0;0;0;0;-1;SP;1500;2000;2000;2000;;;;
;2;2;0;0;0;452;452;0;0;0;1;1;AC;500;500;2000;1000;;;;
;2;2;0;0;0;1016;1016;0;0;0;1;1;AC;1000;2000;2000;2000;;;;
;2;1;0;0;0;348;348;0;0;0;1;1;SP;1500;2000;2000;2000;;;;
;1;2;0;0;0;921;921;0;0;0;0;-1;AC;1500;1500;2000;1000;;;;
;2;2;0;0;0;971;971;0;0;0;1;1;AC;2000;1500;2000;2000;;;;
;2;2;0;0;0;789;789;0;0;0;1;1;AC;500;500;2000;1000;;;;
;2;1;0;0;0;398;398;0;0;0;1;1;SP;2000;500;2000;500;;;;
;2;2;0;0;0;531;531;0;0;0;1;1;AC;1500;1500;2000;2000;;;;
;1;1;0;0;0;468;468;0;0;0;1;-1;SP;1500;1000;2000;1500;;;;
;2;2;0;0;0;350;350;0;0;0;1;1;AC;500;1000;2000;500;;;;
